0.661768707,0.01,0.01
0.667573696,0.01,0.01
0.673378685,0.01,0.01
0.679183673,0.01,0.01
0.684988662,0.01,0.01
0.690793651,0.01,0.01
0.696598639,0.01,0.01
0.702403628,0.01,0.01
0.708208617,0.01,0.01
0.714013605,0.01,0.01
0.719818594,0.01,0.01
0.725623583,0.01,0.01
0.731428571,0.01,0.01
0.737233560,0.01,0.01
0.743038549,0.01,0.01
0.748843537,0.01,0.01
0.754648526,0.01,0.01
0.760453515,0.01,0.01
0.766258503,0.01,0.01
0.772063492,0.01,0.01
0.777868481,0.01,0.01
0.783673469,0.01,0.01
0.789478458,0.01,0.01
0.795283447,0.01,0.01
0.801088435,0.01,0.01
0.806893424,0.01,0.01
0.812698413,0.01,0.01
0.818503401,0.01,0.01
0.824308390,0.01,0.01
0.830113379,0.01,0.01
0.835918367,0.01,0.01
0.841723356,0.01,0.01
0.847528345,0.01,0.01
0.853333333,0.01,0.01
0.859138322,0.01,0.01
0.864943311,0.01,0.01
0.870748299,0.01,0.01
0.876553288,0.01,0.01
0.882358277,0.01,0.01
0.888163265,0.01,0.01
0.893968254,0.01,0.01
0.899773243,0.01,0.01
0.905578231,0.01,0.01
0.911383220,0.01,0.01
0.917188209,0.01,0.01
0.922993197,0.01,0.01
0.928798186,0.01,0.01
0.934603175,0.01,0.01
0.940408163,0.01,0.01
0.946213152,0.01,0.01
0.952018141,0.01,0.01
0.957823129,0.01,0.01
0.963628118,0.01,0.01
0.969433107,0.01,0.01
0.975238095,0.01,0.01
0.981043084,0.01,0.01
0.986848073,0.01,0.01
0.992653061,0.01,0.01
0.998458050,0.01,0.01
1.004263039,0.01,0.01
1.010068027,0.01,0.01
1.015873016,0.01,0.01
1.021678005,0.01,0.01
1.027482993,0.01,0.01
1.033287982,0.01,0.01
1.039092971,0.01,0.01
1.044897959,0.01,0.01
1.050702948,0.01,0.01
1.056507937,0.01,0.01
1.062312925,0.01,0.01
1.068117914,0.01,0.01
1.073922902,0.01,0.01
1.079727891,0.01,0.01
1.085532880,0.01,0.01
1.091337868,0.01,0.01
1.097142857,0.01,0.01
1.102947846,0.01,0.01
1.108752834,0.01,0.01
1.114557823,0.01,0.01
1.120362812,0.01,0.01
1.126167800,0.01,0.01
1.131972789,0.01,0.01
1.137777778,0.01,0.01
1.143582766,0.01,0.01
1.149387755,0.01,0.01
1.155192744,0.01,0.01
1.160997732,0.01,0.01
1.166802721,0.01,0.01
1.172607710,0.01,0.01
1.178412698,0.01,0.01
1.184217687,0.01,0.01
1.190022676,0.01,0.01
1.195827664,0.01,0.01
1.201632653,0.01,0.01
1.207437642,0.01,0.01
1.213242630,0.01,0.01
1.219047619,0.01,0.01
1.224852608,0.01,0.01
1.230657596,0.01,0.01
1.236462585,0.01,0.01
1.242267574,0.01,0.01
1.248072562,0.01,0.01
1.253877551,0.01,0.01
1.259682540,0.01,0.01
1.265487528,0.01,0.01
1.271292517,0.01,0.01
1.277097506,0.01,0.01
1.282902494,0.01,0.01
1.288707483,0.01,0.01
1.294512472,0.01,0.01
1.300317460,0.01,0.01
1.306122449,0.01,0.01
1.311927438,0.01,0.01
1.317732426,0.01,0.01
1.323537415,0.01,0.01
1.329342404,0.01,0.01
1.335147392,0.01,0.01
1.340952381,0.01,0.01
1.346757370,0.01,0.01
1.352562358,0.01,0.01
1.358367347,0.01,0.01
1.364172336,0.01,0.01
1.369977324,0.01,0.01
1.375782313,0.01,0.01
1.381587302,0.01,0.01
1.387392290,0.01,0.01
1.393197279,0.01,0.01
1.399002268,0.01,0.01
1.404807256,0.01,0.01
1.410612245,0.01,0.01
1.416417234,0.01,0.01
1.422222222,0.01,0.01
1.428027211,0.01,0.01
1.433832200,0.01,0.01
1.439637188,0.01,0.01
1.445442177,0.01,0.01
1.451247166,0.01,0.01
1.457052154,0.01,0.01
1.462857143,0.01,0.01
1.468662132,0.01,0.01
1.474467120,0.01,0.01
1.480272109,0.01,0.01
1.486077098,0.01,0.01
1.491882086,0.01,0.01
1.497687075,0.01,0.01
1.503492063,0.01,0.01
1.509297052,0.01,0.01
1.515102041,0.01,0.01
1.520907029,0.01,0.01
1.526712018,0.01,0.01
1.532517007,0.01,0.01
1.538321995,0.01,0.01
1.544126984,0.01,0.01
1.549931973,0.01,0.01
1.555736961,0.01,0.01
1.561541950,0.01,0.01
1.567346939,0.01,0.01
1.573151927,0.01,0.01
1.578956916,0.01,0.01
1.584761905,0.01,0.01
1.590566893,0.01,0.01
1.596371882,0.01,0.01
1.602176871,0.01,0.01
1.607981859,0.01,0.01
1.613786848,0.01,0.01
1.619591837,0.01,0.01
1.625396825,0.01,0.01
1.631201814,0.01,0.01
1.637006803,0.01,0.01
1.642811791,0.01,0.01
1.648616780,0.01,0.01
1.654421769,0.01,0.01
1.660226757,0.01,0.01
1.666031746,0.01,0.01
1.671836735,0.01,0.01
1.677641723,0.01,0.01
1.683446712,0.01,0.01
1.689251701,0.01,0.01
1.695056689,0.01,0.01
1.700861678,0.01,0.01
1.706666667,0.01,0.01
1.712471655,0.01,0.01
1.718276644,0.01,0.01
1.724081633,0.01,0.01
1.729886621,0.01,0.01
1.735691610,0.01,0.01
1.741496599,0.01,0.01
1.747301587,0.01,0.01
1.753106576,0.01,0.01
1.758911565,0.01,0.01
1.764716553,0.01,0.01
1.770521542,0.01,0.01
1.776326531,0.01,0.01
1.782131519,0.01,0.01
1.787936508,0.01,0.01
1.793741497,0.01,0.01
1.799546485,0.01,0.01
1.805351474,0.01,0.01
1.811156463,0.01,0.01
1.816961451,0.01,0.01
1.822766440,0.01,0.01
1.828571429,0.01,0.01
1.834376417,0.01,0.01
1.840181406,0.01,0.01
1.845986395,0.01,0.01
1.851791383,0.01,0.01
1.857596372,0.01,0.01
1.863401361,0.01,0.01
1.869206349,0.01,0.01
1.875011338,0.01,0.01
1.880816327,0.01,0.01
1.886621315,0.01,0.01
1.892426304,0.01,0.01
1.898231293,0.01,0.01
1.904036281,0.01,0.01
1.909841270,0.01,0.01
1.915646259,0.01,0.01
1.921451247,0.01,0.01
1.927256236,0.01,0.01
1.933061224,0.01,0.01
1.938866213,0.01,0.01
1.944671202,0.01,0.01
1.950476190,0.01,0.01
1.956281179,0.01,0.01
1.962086168,0.01,0.01
1.967891156,0.01,0.01
1.973696145,0.01,0.01
1.979501134,0.01,0.01
1.985306122,0.01,0.01
1.991111111,0.01,0.01
1.996916100,0.01,0.01
2.002721088,0.01,0.01
2.008526077,0.01,0.01
2.014331066,0.01,0.01
2.020136054,0.01,0.01
2.025941043,0.01,0.01
2.031746032,0.01,0.01
2.037551020,0.01,0.01
2.043356009,0.01,0.01
2.049160998,0.01,0.01
2.054965986,0.01,0.01
2.060770975,0.01,0.01
2.066575964,0.01,0.01
2.072380952,0.01,0.01
2.078185941,0.01,0.01
2.083990930,0.01,0.01
2.089795918,0.01,0.01
2.095600907,0.01,0.01
2.101405896,0.01,0.01
2.107210884,0.01,0.01
2.113015873,0.01,0.01
2.118820862,0.01,0.01
2.124625850,0.01,0.01
2.130430839,0.01,0.01
2.136235828,0.01,0.01
2.142040816,0.01,0.01
2.147845805,0.01,0.01
2.153650794,0.01,0.01
2.159455782,0.01,0.01
2.165260771,0.01,0.01
2.171065760,0.01,0.01
2.176870748,0.01,0.01
2.182675737,0.01,0.01
2.188480726,0.01,0.01
2.194285714,0.01,0.01
2.200090703,0.01,0.01
2.205895692,0.01,0.01
2.211700680,0.01,0.01
2.217505669,0.01,0.01
2.223310658,0.01,0.01
2.229115646,0.01,0.01
2.234920635,0.01,0.01
2.240725624,0.01,0.01
2.246530612,0.01,0.01
2.252335601,0.01,0.01
2.258140590,0.01,0.01
2.263945578,0.01,0.01
2.269750567,0.01,0.01
2.275555556,0.01,0.01
2.281360544,0.01,0.01
2.287165533,0.01,0.01
2.292970522,0.01,0.01
2.298775510,0.01,0.01
2.304580499,0.01,0.01
2.310385488,0.01,0.01
2.316190476,0.01,0.01
2.321995465,0.01,0.01
2.327800454,0.01,0.01
2.333605442,0.01,0.01
2.339410431,0.01,0.01
2.345215420,0.01,0.01
2.351020408,0.01,0.01
2.356825397,0.01,0.01
2.362630385,0.01,0.01
2.368435374,0.01,0.01
2.374240363,0.01,0.01
2.380045351,0.01,0.01
2.385850340,0.01,0.01
2.391655329,0.01,0.01
2.397460317,0.01,0.01
2.403265306,0.01,0.01
2.409070295,0.01,0.01
2.414875283,0.01,0.01
2.420680272,0.01,0.01
2.426485261,0.01,0.01
2.432290249,0.01,0.01
2.438095238,0.01,0.01
2.443900227,0.01,0.01
2.449705215,0.01,0.01
2.455510204,0.01,0.01
2.461315193,0.01,0.01
2.467120181,0.01,0.01
2.472925170,0.01,0.01
2.478730159,0.01,0.01
2.484535147,0.01,0.01
2.490340136,0.01,0.01
2.496145125,0.01,0.01
2.501950113,0.01,0.01
2.507755102,0.01,0.01
2.513560091,0.01,0.01
2.519365079,0.01,0.01
2.525170068,0.01,0.01
2.530975057,0.01,0.01
2.536780045,0.01,0.01
2.542585034,0.01,0.01
2.548390023,0.01,0.01
2.554195011,0.01,0.01
2.560000000,0.01,0.01
2.565804989,0.01,0.01
2.571609977,0.01,0.01
2.577414966,0.01,0.01
2.583219955,0.01,0.01
2.589024943,0.01,0.01
2.594829932,0.01,0.01
2.600634921,0.01,0.01
2.606439909,0.01,0.01
2.612244898,0.01,0.01
2.618049887,0.01,0.01
2.623854875,0.01,0.01
2.629659864,0.01,0.01
2.635464853,0.01,0.01
2.641269841,0.01,0.01
2.647074830,0.01,0.01
2.652879819,0.01,0.01
2.658684807,0.01,0.01
2.664489796,0.01,0.01
2.670294785,0.01,0.01
2.676099773,0.01,0.01
2.681904762,0.01,0.01
2.687709751,0.01,0.01
2.693514739,0.01,0.01
2.699319728,0.01,0.01
2.705124717,0.01,0.01
2.710929705,0.01,0.01
2.716734694,0.01,0.01
2.722539683,0.01,0.01
2.728344671,0.01,0.01
2.734149660,0.01,0.01
2.739954649,0.01,0.01
2.745759637,0.01,0.01
2.751564626,0.01,0.01
2.757369615,0.01,0.01
2.763174603,0.01,0.01
2.768979592,0.01,0.01
2.774784580,0.01,0.01
2.780589569,0.01,0.01
2.786394558,0.01,0.01
2.792199546,0.01,0.01
2.798004535,0.01,0.01
2.803809524,0.01,0.01
2.809614512,0.01,0.01
2.815419501,0.01,0.01
2.821224490,0.01,0.01
2.827029478,0.01,0.01
2.832834467,0.01,0.01
2.838639456,0.01,0.01
2.844444444,0.01,0.01
2.850249433,0.01,0.01
2.856054422,0.01,0.01
2.861859410,0.01,0.01
2.867664399,0.01,0.01
2.873469388,0.01,0.01
2.879274376,0.01,0.01
2.885079365,0.01,0.01
2.890884354,0.01,0.01
2.896689342,0.01,0.01
2.902494331,0.01,0.01
2.908299320,0.01,0.01
2.914104308,0.01,0.01
2.919909297,0.01,0.01
2.925714286,0.01,0.01
2.931519274,0.01,0.01
2.937324263,0.01,0.01
2.943129252,0.01,0.01
2.948934240,0.01,0.01
2.954739229,0.01,0.01
2.960544218,0.01,0.01
2.966349206,0.01,0.01
2.972154195,0.01,0.01
2.977959184,0.01,0.01
2.983764172,0.01,0.01
2.989569161,0.01,0.01
2.995374150,0.01,0.01
3.001179138,0.01,0.01
3.006984127,0.01,0.01
3.012789116,0.01,0.01
3.018594104,0.01,0.01
3.024399093,0.01,0.01
3.030204082,0.01,0.01
3.036009070,0.01,0.01
3.041814059,0.01,0.01
3.047619048,0.01,0.01
3.053424036,0.01,0.01
3.059229025,0.01,0.01
3.065034014,0.01,0.01
3.070839002,0.01,0.01
3.076643991,0.01,0.01
3.082448980,0.01,0.01
3.088253968,0.01,0.01
3.094058957,0.01,0.01
3.099863946,0.01,0.01
3.105668934,0.01,0.01
3.111473923,0.01,0.01
3.117278912,0.01,0.01
3.123083900,0.01,0.01
3.128888889,0.01,0.01
3.134693878,0.01,0.01
3.140498866,0.01,0.01
3.146303855,0.01,0.01
3.152108844,0.01,0.01
3.157913832,0.01,0.01
3.163718821,0.01,0.01
3.169523810,0.01,0.01
3.175328798,0.01,0.01
3.181133787,0.01,0.01
3.186938776,0.01,0.01
3.192743764,0.01,0.01
3.198548753,0.01,0.01
3.204353741,0.01,0.01
3.210158730,0.01,0.01
3.215963719,0.01,0.01
3.221768707,0.01,0.01
3.227573696,0.01,0.01
3.233378685,0.01,0.01
3.239183673,0.01,0.01
3.244988662,0.01,0.01
3.250793651,0.01,0.01
3.256598639,0.01,0.01
3.262403628,0.01,0.01
3.268208617,0.01,0.01
3.274013605,0.01,0.01
3.279818594,0.01,0.01
3.285623583,0.01,0.01
3.291428571,0.01,0.01
3.297233560,0.01,0.01
3.303038549,0.01,0.01
3.308843537,0.01,0.01
3.314648526,0.01,0.01
3.320453515,0.01,0.01
3.326258503,0.01,0.01
3.332063492,0.01,0.01
3.337868481,0.01,0.01
3.343673469,0.01,0.01
3.349478458,0.01,0.01
3.355283447,0.01,0.01
3.361088435,0.01,0.01
3.366893424,0.01,0.01
3.372698413,0.01,0.01
3.378503401,0.01,0.01
3.384308390,0.01,0.01
3.390113379,0.01,0.01
3.395918367,0.01,0.01
3.401723356,0.01,0.01
3.407528345,0.01,0.01
3.413333333,0.01,0.01
3.419138322,0.01,0.01
3.424943311,0.01,0.01
3.430748299,0.01,0.01
3.436553288,0.01,0.01
3.442358277,0.01,0.01
3.448163265,0.01,0.01
3.453968254,0.01,0.01
3.459773243,0.01,0.01
3.465578231,0.01,0.01
3.471383220,0.01,0.01
3.477188209,0.01,0.01
3.482993197,0.01,0.01
3.488798186,0.01,0.01
3.494603175,0.01,0.01
3.500408163,0.01,0.01
3.506213152,0.01,0.01
3.512018141,0.01,0.01
3.517823129,0.01,0.01
3.523628118,0.01,0.01
3.529433107,0.01,0.01
3.535238095,0.01,0.01
3.541043084,0.01,0.01
3.546848073,0.01,0.01
3.552653061,0.01,0.01
3.558458050,0.01,0.01
3.564263039,0.01,0.01
3.570068027,0.01,0.01
3.575873016,0.01,0.01
3.581678005,0.01,0.01
3.587482993,0.01,0.01
3.593287982,0.01,0.01
3.599092971,0.01,0.01
3.604897959,0.01,0.01
3.610702948,0.01,0.01
3.616507937,0.01,0.01
3.622312925,0.01,0.01
3.628117914,0.01,0.01
3.633922902,0.01,0.01
3.639727891,0.01,0.01
3.645532880,0.01,0.01
3.651337868,0.01,0.01
3.657142857,0.01,0.01
3.662947846,0.01,0.01
3.668752834,0.01,0.01
3.674557823,0.01,0.01
3.680362812,0.01,0.01
3.686167800,0.01,0.01
3.691972789,0.01,0.01
3.697777778,0.01,0.01
3.703582766,0.01,0.01
3.709387755,0.01,0.01
3.715192744,0.01,0.01
3.720997732,0.01,0.01
3.726802721,0.01,0.01
3.732607710,0.01,0.01
3.738412698,0.01,0.01
3.744217687,0.01,0.01
3.750022676,0.01,0.01
3.755827664,0.01,0.01
3.761632653,0.01,0.01
3.767437642,0.01,0.01
3.773242630,0.01,0.01
3.779047619,0.01,0.01
3.784852608,0.01,0.01
3.790657596,0.01,0.01
3.796462585,0.01,0.01
3.802267574,0.01,0.01
3.808072562,0.01,0.01
3.813877551,0.01,0.01
3.819682540,0.01,0.01
3.825487528,0.01,0.01
3.831292517,0.01,0.01
3.837097506,0.01,0.01
3.842902494,0.01,0.01
3.848707483,0.01,0.01
3.854512472,0.01,0.01
3.860317460,0.01,0.01
3.866122449,0.01,0.01
3.871927438,0.01,0.01
3.877732426,0.01,0.01
3.883537415,0.01,0.01
3.889342404,0.01,0.01
3.895147392,0.01,0.01
3.900952381,0.01,0.01
3.906757370,0.01,0.01
3.912562358,0.01,0.01
3.918367347,0.01,0.01
3.924172336,0.01,0.01
3.929977324,0.01,0.01
3.935782313,0.01,0.01
3.941587302,0.01,0.01
3.947392290,0.01,0.01
3.953197279,0.01,0.01
3.959002268,0.01,0.01
3.964807256,0.01,0.01
3.970612245,0.01,0.01
3.976417234,0.01,0.01
3.982222222,0.01,0.01
3.988027211,0.01,0.01
3.993832200,0.01,0.01
3.999637188,0.01,0.01
4.005442177,0.01,0.01
4.011247166,0.01,0.01
4.017052154,0.01,0.01
4.022857143,0.01,0.01
4.028662132,0.01,0.01
4.034467120,0.01,0.01
4.040272109,0.01,0.01
4.046077098,0.01,0.01
4.051882086,0.01,0.01
4.057687075,0.01,0.01
4.063492063,0.01,0.01
4.069297052,0.01,0.01
4.075102041,0.01,0.01
4.080907029,0.01,0.01
4.086712018,0.01,0.01
4.092517007,0.01,0.01
4.098321995,0.01,0.01
4.104126984,0.01,0.01
4.109931973,0.01,0.01
4.115736961,0.01,0.01
4.121541950,0.01,0.01
4.127346939,0.01,0.01
4.133151927,0.01,0.01
4.138956916,0.01,0.01
4.144761905,0.01,0.01
4.150566893,0.01,0.01
4.156371882,0.01,0.01
4.162176871,0.01,0.01
4.167981859,0.01,0.01
4.173786848,0.01,0.01
4.179591837,0.01,0.01
4.185396825,0.01,0.01
4.191201814,0.01,0.01
4.197006803,0.01,0.01
4.202811791,0.01,0.01
4.208616780,0.01,0.01
4.214421769,0.01,0.01
4.220226757,0.01,0.01
4.226031746,0.01,0.01
4.231836735,0.01,0.01
4.237641723,0.01,0.01
4.243446712,0.01,0.01
4.249251701,0.01,0.01
4.255056689,0.01,0.01
4.260861678,0.01,0.01
4.266666667,0.01,0.01
4.272471655,0.01,0.01
4.278276644,0.01,0.01
4.284081633,0.01,0.01
4.289886621,0.01,0.01
4.295691610,0.01,0.01
4.301496599,0.01,0.01
4.307301587,0.01,0.01
4.313106576,0.01,0.01
4.318911565,0.01,0.01
4.324716553,0.01,0.01
4.330521542,0.01,0.01
4.336326531,0.01,0.01
4.342131519,0.01,0.01
4.347936508,0.01,0.01
4.353741497,0.01,0.01
4.359546485,0.01,0.01
4.365351474,0.01,0.01
4.371156463,0.01,0.01
4.376961451,0.01,0.01
4.382766440,0.01,0.01
4.388571429,0.01,0.01
4.394376417,0.01,0.01
4.400181406,0.01,0.01
4.405986395,0.01,0.01
4.411791383,0.01,0.01
4.417596372,0.01,0.01
4.423401361,0.01,0.01
4.429206349,0.01,0.01
4.435011338,0.01,0.01
4.440816327,0.01,0.01
4.446621315,0.01,0.01
4.452426304,0.01,0.01
4.458231293,0.01,0.01
4.464036281,0.01,0.01
4.469841270,0.01,0.01
4.475646259,0.01,0.01
4.481451247,0.01,0.01
4.487256236,0.01,0.01
4.493061224,0.01,0.01
4.498866213,0.01,0.01
4.504671202,0.010001,0.010001
4.510476190,0.01,0.01
4.516281179,0.01,0.01
4.522086168,0.01,0.01
4.527891156,0.01,0.01
4.533696145,0.01,0.01
4.539501134,0.01,0.01
4.545306122,0.01,0.01
4.551111111,0.01,0.01
4.556916100,0.01,0.01
4.562721088,0.01,0.01
4.568526077,0.01,0.01
4.574331066,0.01,0.01
4.580136054,0.01,0.01
4.585941043,0.01,0.01
4.591746032,0.01,0.01
4.597551020,0.01,0.01
4.603356009,0.01,0.01
4.609160998,0.01,0.01
4.614965986,0.01,0.01
4.620770975,0.01,0.01
4.626575964,0.01,0.01
4.632380952,0.01,0.01
4.638185941,0.01,0.01
4.643990930,0.01,0.01
4.649795918,0.01,0.01
4.655600907,0.01,0.01
4.661405896,0.01,0.01
4.667210884,0.01,0.01
4.673015873,0.01,0.01
4.678820862,0.01,0.01
4.684625850,0.01,0.01
4.690430839,0.01,0.01
4.696235828,0.01,0.01
4.702040816,0.01,0.01
4.707845805,0.01,0.01
4.713650794,0.01,0.01
4.719455782,0.01,0.01
4.725260771,0.01,0.01
4.731065760,0.01,0.01
4.736870748,0.01,0.01
4.742675737,0.01,0.01
4.748480726,0.01,0.01
4.754285714,0.01,0.01
4.760090703,0.01,0.01
4.765895692,0.01,0.01
4.771700680,0.01,0.01
4.777505669,0.01,0.01
4.783310658,0.01,0.01
4.789115646,0.01,0.01
4.794920635,0.01,0.01
4.800725624,0.01,0.01
4.806530612,0.01,0.01
4.812335601,0.01,0.01
4.818140590,0.01,0.01
4.823945578,0.01,0.01
4.829750567,0.01,0.01
4.835555556,0.01,0.01
4.841360544,0.01,0.01
4.847165533,0.01,0.01
4.852970522,0.01,0.01
4.858775510,0.01,0.01
4.864580499,0.01,0.01
4.870385488,0.01,0.01
4.876190476,0.01,0.01
4.881995465,0.01,0.01
4.887800454,0.01,0.01
4.893605442,0.01,0.01
4.899410431,0.01,0.01
4.905215420,0.01,0.01
4.911020408,0.01,0.01
4.916825397,0.01,0.01
4.922630385,0.01,0.01
4.928435374,0.01,0.01
4.934240363,0.01,0.01
4.940045351,0.01,0.01
4.945850340,0.01,0.01
4.951655329,0.01,0.01
4.957460317,0.01,0.01
4.963265306,0.01,0.01
4.969070295,0.01,0.01
4.974875283,0.01,0.01
4.980680272,0.01,0.01
4.986485261,0.01,0.01
4.992290249,0.01,0.01
4.998095238,0.01,0.01
5.003900227,0.01,0.01
5.009705215,0.01,0.01
5.015510204,0.01,0.01
5.021315193,0.01,0.01
5.027120181,0.01,0.01
5.032925170,0.01,0.01
5.038730159,0.01,0.01
5.044535147,0.01,0.01
5.050340136,0.01,0.01
5.056145125,0.01,0.01
5.061950113,0.01,0.01
5.067755102,0.01,0.01
5.073560091,0.01,0.01
5.079365079,0.01,0.01
5.085170068,0.01,0.01
5.090975057,0.01,0.01
5.096780045,0.01,0.01
5.102585034,0.01,0.01
5.108390023,0.01,0.01
5.114195011,0.01,0.01
5.120000000,0.01,0.01
5.125804989,0.01,0.01
5.131609977,0.01,0.01
5.137414966,0.01,0.01
5.143219955,0.01,0.01
5.149024943,0.01,0.01
5.154829932,0.01,0.01
5.160634921,0.01,0.01
5.166439909,0.01,0.01
5.172244898,0.01,0.01
5.178049887,0.01,0.01
5.183854875,0.01,0.01
5.189659864,0.01,0.01
5.195464853,0.01,0.01
5.201269841,0.01,0.01
5.207074830,0.01,0.01
5.212879819,0.01,0.01
5.218684807,0.01,0.01
5.224489796,0.01,0.01
5.230294785,0.01,0.01
5.236099773,0.01,0.01
5.241904762,0.01,0.01
5.247709751,0.01,0.01
5.253514739,0.01,0.01
5.259319728,0.01,0.01
5.265124717,0.01,0.01
5.270929705,0.01,0.01
5.276734694,0.01,0.01
5.282539683,0.01,0.01
5.288344671,0.01,0.01
5.294149660,0.01,0.01
5.299954649,0.01,0.01
5.305759637,0.01,0.01
5.311564626,0.01,0.01
5.317369615,0.01,0.01
5.323174603,0.01,0.01
5.328979592,0.01,0.01
5.334784580,0.01,0.01
5.340589569,0.01,0.01
5.346394558,0.01,0.01
5.352199546,0.01,0.01
5.358004535,0.01,0.01
5.363809524,0.01,0.01
5.369614512,0.01,0.01
5.375419501,0.01,0.01
5.381224490,0.01,0.01
5.387029478,0.01,0.01
5.392834467,0.01,0.01
5.398639456,0.01,0.01
5.404444444,0.01,0.01
5.410249433,0.01,0.01
5.416054422,0.01,0.01
5.421859410,0.01,0.01
5.427664399,0.01,0.01
5.433469388,0.01,0.01
5.439274376,0.01,0.01
5.445079365,0.01,0.01
5.450884354,0.01,0.01
5.456689342,0.01,0.01
5.462494331,0.01,0.01
5.468299320,0.01,0.01
5.474104308,0.01,0.01
5.479909297,0.01,0.01
5.485714286,0.01,0.01
5.491519274,0.01,0.01
5.497324263,0.01,0.01
5.503129252,0.01,0.01
5.508934240,0.01,0.01
5.514739229,0.01,0.01
5.520544218,0.01,0.01
5.526349206,0.01,0.01
5.532154195,0.01,0.01
5.537959184,0.01,0.01
5.543764172,0.01,0.01
5.549569161,0.01,0.01
5.555374150,0.01,0.01
5.561179138,0.01,0.01
5.566984127,0.01,0.01
5.572789116,0.01,0.01
5.578594104,0.01,0.01
5.584399093,0.01,0.01
5.590204082,0.01,0.01
5.596009070,0.01,0.01
5.601814059,0.01,0.01
5.607619048,0.01,0.01
5.613424036,0.01,0.01
5.619229025,0.01,0.01
5.625034014,0.01,0.01
5.630839002,0.01,0.01
5.636643991,0.01,0.01
5.642448980,0.01,0.01
5.648253968,0.01,0.01
5.654058957,0.01,0.01
5.659863946,0.01,0.01
5.665668934,0.01,0.01
5.671473923,0.01,0.01
5.677278912,0.01,0.01
5.683083900,0.01,0.01
5.688888889,0.01,0.01
5.694693878,0.01,0.01
5.700498866,0.01,0.01
5.706303855,0.01,0.01
5.712108844,0.01,0.01
5.717913832,0.01,0.01
5.723718821,0.01,0.01
5.729523810,0.01,0.01
5.735328798,0.01,0.01
5.741133787,0.01,0.01
5.746938776,0.01,0.01
5.752743764,0.01,0.01
5.758548753,0.01,0.01
5.764353741,0.01,0.01
5.770158730,0.01,0.01
5.775963719,0.01,0.01
5.781768707,0.01,0.01
5.787573696,0.01,0.01
5.793378685,0.01,0.01
5.799183673,0.01,0.01
5.804988662,0.01,0.01
